pair_id,seed,stage,face_width,face_height,wh_ratio,jaw_width,cheek_width,temple_width,interocular_dist,nose_width,mouth_width,jaw_angle,contour_area,mut_head,mut_head_cheek,mut_head_chin,mut_head_ear,mut_head_ear_helix,mut_head_ear_lobule,mut_head_eye_botton lid,mut_head_eye_eyelashes,mut_head_eye_iris,mut_head_eye_pupil,mut_head_eye_sclera,mut_head_eye_tear duct,mut_head_eye_top lid,mut_head_eyebrow,mut_head_forehead,mut_head_frown,mut_head_hair,mut_head_hair_sideburns,mut_head_jaw,mut_head_moustache,mut_head_mouth_inferior lip,mut_head_mouth_oral comisure,mut_head_mouth_superior lip,mut_head_mouth_teeth,mut_head_neck,mut_head_nose,mut_head_nose_ala of nose,mut_head_nose_bridge,mut_head_nose_nose tip,mut_head_nose_nostril,mut_head_philtrum,mut_head_temple,mut_head_wrinkles
p2,43,Mutation_Enabled,581.021484375,410.0304870605469,1.4170202016830444,446.04034423828125,539.0009155273438,491.0091552734375,151.0,105.0047607421875,185.00270080566406,113.50315856933594,223267.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
p2,43,StyleGAN2_Output,588.0136108398438,413.0108947753906,1.4237241744995117,465.0010681152344,548.0009155273438,485.0,153.00326538085938,111.00450134277344,195.0025634765625,116.27576446533203,227896.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
p2,44,Gene_Crossover,607.0073852539062,433.0046081542969,1.4018497467041016,481.0166320800781,565.0079345703125,492.0040588378906,157.0,115.00434875488281,204.00979614257812,115.40838623046875,247046.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,44,Mutation_Enabled,596.007568359375,401.01123046875,1.4862614870071411,459.0697021484375,550.0145263671875,495.0010070800781,155.0,106.01886749267578,196.00254821777344,117.57012939453125,222454.0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1
p2,44,StyleGAN2_Output,595.0033569335938,399.0050048828125,1.4912177324295044,461.0390319824219,551.0145263671875,488.00103759765625,153.0,106.00471496582031,199.0,118.53071594238281,222912.0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1
p2,45,Gene_Crossover,604.0,427.0,1.4145199060440063,467.0042724609375,552.0036010742188,502.0039978027344,158.0,118.0169448852539,211.0379180908203,111.48912048339844,239487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,45,Mutation_Enabled,595.0033569335938,418.0011901855469,1.423448920249939,458.00982666015625,547.003662109375,494.03643798828125,159.00314331054688,115.0,223.0022430419922,111.987548828125,229323.5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
p2,45,StyleGAN2_Output,597.0535888671875,416.00482177734375,1.4352083206176758,466.0869140625,557.1085815429688,488.00408935546875,154.0032501220703,120.00416564941406,221.02035522460938,115.67910766601562,232942.0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
p2,46,Gene_Crossover,603.0,428.0046691894531,1.4088631868362427,458.0043640136719,551.0036010742188,493.0040588378906,158.00315856933594,116.00431060791016,202.0,112.85182189941406,240109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,46,Mutation_Enabled,609.029541015625,425.00469970703125,1.4329948425292969,479.1043701171875,564.0567626953125,492.0162658691406,154.0,108.00463104248047,183.0027313232422,119.34813690185547,246315.5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1
p2,46,StyleGAN2_Output,611.0032958984375,424.0011901855469,1.4410414695739746,477.0377197265625,565.0220947265625,493.0010070800781,153.00326538085938,110.0,185.01080322265625,121.6583251953125,248656.5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1
p2,47,Gene_Crossover,601.040771484375,442.0180969238281,1.3597650527954102,463.01727294921875,556.0224609375,487.01641845703125,160.0124969482422,121.01652526855469,201.0024871826172,111.71368408203125,246898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,47,Mutation_Enabled,608.040283203125,407.0196533203125,1.4938843250274658,456.1578674316406,553.0325317382812,488.0163879394531,155.0032196044922,116.00431060791016,191.00262451171875,117.19109344482422,231926.5,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
p2,47,StyleGAN2_Output,606.01318359375,408.07843017578125,1.4850409030914307,468.1068115234375,555.090087890625,486.0164489746094,155.01290893554688,116.0,190.00262451171875,119.2155532836914,234323.5,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
p2,48,Gene_Crossover,601.040771484375,443.0101623535156,1.3567200899124146,460.0010986328125,555.0036010742188,488.00103759765625,155.0,123.0162582397461,209.0023956298828,109.49786376953125,242723.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,48,Mutation_Enabled,614.00732421875,433.0046081542969,1.418015718460083,463.08746337890625,559.0438232421875,493.0,161.01242065429688,126.0,206.0,111.79350280761719,243161.5,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
p2,48,StyleGAN2_Output,609.029541015625,427.01873779296875,1.4262361526489258,468.0267028808594,564.0009155273438,489.0,160.0124969482422,122.00409698486328,208.0,113.37859344482422,241903.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
p2,49,Gene_Crossover,613.0293579101562,429.010498046875,1.4289379119873047,467.0042724609375,570.0008544921875,490.0,157.00318908691406,119.0,210.00238037109375,114.2103042602539,243649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,49,Mutation_Enabled,608.0296020507812,404.0445556640625,1.5048577785491943,467.1070556640625,562.1503295898438,506.0009765625,157.00318908691406,119.01680755615234,194.00257873535156,117.02827453613281,228285.5,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1
p2,49,StyleGAN2_Output,609.029541015625,402.0447692871094,1.5148301124572754,474.05169677734375,571.0709228515625,497.0040283203125,154.0,117.0042724609375,198.0025177001953,118.6478500366211,229810.5,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1
p2,50,Gene_Crossover,600.0033569335938,439.0045471191406,1.3667360544204712,474.0010681152344,560.0,487.0369567871094,158.00315856933594,124.0,219.0,114.47403717041016,249097.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,50,Mutation_Enabled,593.053955078125,435.0046081542969,1.363327980041504,457.0098571777344,547.0146484375,492.0091552734375,156.00320434570312,119.0,206.00970458984375,113.25736999511719,240419.0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
p2,50,StyleGAN2_Output,595.0033569335938,438.0411071777344,1.3583276271820068,462.0010681152344,547.0009155273438,493.0091247558594,157.00318908691406,117.0,204.00979614257812,114.17839813232422,241939.0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
p2,51,Gene_Crossover,609.0032958984375,435.0184020996094,1.3999483585357666,465.0010681152344,561.0035400390625,496.02520751953125,157.0,118.00423431396484,222.00225830078125,110.7546615600586,244990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,51,Mutation_Enabled,599.0033569335938,427.0105285644531,1.4027836322784424,464.1077575683594,554.032470703125,496.0816345214844,158.0,115.00434875488281,223.00897216796875,113.8173599243164,235269.5,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1
p2,51,StyleGAN2_Output,593.0008544921875,424.0011901855469,1.3985830545425415,467.0171203613281,552.0009155273438,494.0162048339844,156.00320434570312,115.0,222.0,115.20709991455078,235009.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1
p2,52,Gene_Crossover,602.0,435.0413818359375,1.3837764263153076,485.037109375,571.0078735351562,487.0,153.00326538085938,119.0,212.00942993164062,113.47444152832031,249635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,52,Mutation_Enabled,588.0008544921875,424.02947998046875,1.3866980075836182,474.00421142578125,552.0036010742188,497.025146484375,155.0032196044922,111.01801300048828,206.00242614746094,115.67308807373047,236082.0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
p2,52,StyleGAN2_Output,590.030517578125,427.0292663574219,1.3817098140716553,479.0260925292969,554.0081176757812,492.0091552734375,154.0,108.00463104248047,208.00241088867188,114.68317413330078,237152.0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
p2,53,Gene_Crossover,601.0075073242188,440.0181884765625,1.3658696413040161,460.01739501953125,553.0,490.0163269042969,160.0031280517578,119.00420379638672,209.0215301513672,109.98812866210938,244575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,53,Mutation_Enabled,598.0133666992188,430.00115966796875,1.390725016593933,456.0394592285156,544.00830078125,493.0253601074219,155.0,109.00458526611328,197.00253295898438,112.56704711914062,239113.5,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
p2,53,StyleGAN2_Output,596.0302124023438,433.0046081542969,1.3764985799789429,462.0010681152344,547.0082397460938,485.00103759765625,156.0,112.00446319580078,201.0024871826172,112.0943603515625,240113.0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
p2,54,Gene_Crossover,596.0033569335938,432.0185241699219,1.3795782327651978,461.027099609375,550.0081787109375,489.03680419921875,155.0032196044922,125.00399780273438,207.00241088867188,111.31136322021484,239403.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,54,Mutation_Enabled,584.013671875,449.00445556640625,1.3006856441497803,467.0685119628906,549.0327758789062,485.00103759765625,158.00315856933594,121.0,235.0,109.79405212402344,246933.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
p2,54,StyleGAN2_Output,587.0136108398438,447.01788330078125,1.3131769895553589,468.068359375,549.0446166992188,484.0041198730469,157.00318908691406,124.0,234.0,110.20430755615234,247768.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
p2,55,Gene_Crossover,604.0032958984375,435.0103454589844,1.388480305671692,457.01751708984375,557.0143432617188,495.0040283203125,155.0,124.01612854003906,214.00933837890625,109.64765930175781,244102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,55,Mutation_Enabled,609.0,423.0189208984375,1.4396519660949707,458.02728271484375,559.0036010742188,500.0010070800781,159.00314331054688,121.0,221.00904846191406,114.02236938476562,238068.0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
p2,55,StyleGAN2_Output,605.0074462890625,420.0297546386719,1.4403918981552124,463.0,560.0009155273438,492.0091552734375,158.00315856933594,119.01680755615234,224.0,114.43794250488281,238216.5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
p2,56,Gene_Crossover,599.030029296875,429.0046691894531,1.3963252305984497,459.0010986328125,556.014404296875,478.00103759765625,160.0124969482422,123.0,207.00241088867188,112.09030151367188,237015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,56,Mutation_Enabled,602.0008544921875,426.0,1.4131475687026978,472.0857849121094,562.0320434570312,489.00921630859375,159.0,127.0,235.0021209716797,115.43824768066406,241335.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
p2,56,StyleGAN2_Output,605.0206909179688,426.0293273925781,1.4201385974884033,478.0,566.0008544921875,494.0252990722656,162.0,124.0,238.00840759277344,115.69552612304688,243267.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
p2,57,Gene_Crossover,602.0299072265625,437.00457763671875,1.3776283264160156,469.03839111328125,559.0438232421875,492.0010070800781,154.0,118.00423431396484,210.02142333984375,113.4195785522461,246568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,57,Mutation_Enabled,599.0008544921875,452.0,1.3252230882644653,473.02642822265625,553.0009155273438,487.0092468261719,159.00314331054688,105.0,207.0,112.31770324707031,251984.5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
p2,57,StyleGAN2_Output,597.0008544921875,453.0706481933594,1.3176771402359009,476.0,558.0009155273438,482.0,155.0032196044922,108.01851654052734,209.0,111.83980560302734,253791.0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
p2,58,Gene_Crossover,599.0008544921875,432.0104064941406,1.3865426778793335,463.0270080566406,555.0225219726562,493.0162353515625,154.0032501220703,120.0,216.0,111.1802978515625,242056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,58,Mutation_Enabled,597.013427734375,427.00115966796875,1.3981541395187378,459.0272216796875,552.0144653320312,490.0010070800781,156.00320434570312,114.00438690185547,207.0,112.10636901855469,240965.0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
p2,58,StyleGAN2_Output,596.0008544921875,426.00115966796875,1.3990591764450073,463.05291748046875,549.0227661132812,494.0010070800781,156.00320434570312,117.0,208.0,113.60001373291016,241835.0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
p2,59,Gene_Crossover,591.0541381835938,446.0011291503906,1.3252301216125488,478.0093994140625,557.0224609375,486.0041198730469,160.0031280517578,126.00396728515625,224.00222778320312,112.5626220703125,249000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,59,Mutation_Enabled,613.00732421875,452.0177001953125,1.3561577796936035,487.1478271484375,572.0559692382812,498.0,158.00315856933594,120.0,212.0,113.94538116455078,255807.0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
p2,59,StyleGAN2_Output,613.0007934570312,454.00439453125,1.3502089977264404,485.0505065917969,571.031494140625,495.0,155.0,121.0,217.0,112.59426879882812,255306.5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
p2,60,Gene_Crossover,613.0293579101562,437.00457763671875,1.4027985334396362,481.00103759765625,572.0008544921875,498.0040283203125,156.00320434570312,123.0,216.0023193359375,114.5369873046875,249651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,60,Mutation_Enabled,613.0660400390625,429.0570983886719,1.4288681745529175,482.3359680175781,569.1721801757812,493.0091247558594,160.0031280517578,107.01869201660156,207.0386505126953,116.75941467285156,246403.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0
p2,60,StyleGAN2_Output,611.0401000976562,431.01043701171875,1.4176920652389526,478.2677001953125,565.1495361328125,493.0162353515625,156.0,109.01834869384766,207.0386505126953,115.33972930908203,245661.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0
p2,61,Gene_Crossover,608.040283203125,441.0011291503906,1.3787726163864136,465.0043029785156,559.0009155273438,489.00921630859375,154.0,120.00416564941406,209.0,109.5631103515625,245184.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,61,Mutation_Enabled,584.0076904296875,428.0292053222656,1.3644108772277832,458.039306640625,545.02294921875,494.0252990722656,158.0,122.0,209.0095672607422,111.77581024169922,231657.0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
p2,61,StyleGAN2_Output,588.00341796875,433.0046081542969,1.3579610586166382,462.0010681152344,549.003662109375,487.0041198730469,157.00318908691406,120.0,213.0211181640625,112.44316101074219,235563.5,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
p2,62,Gene_Crossover,607.0073852539062,436.00457763671875,1.3922041654586792,463.00970458984375,557.008056640625,490.0367431640625,152.0032958984375,123.0162582397461,222.0,108.50981140136719,244392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,62,Mutation_Enabled,589.0305786132812,440.0284118652344,1.3386194705963135,459.13177490234375,548.0584106445312,487.0092468261719,161.00311279296875,122.0,211.0,107.68939971923828,242967.0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
p2,62,StyleGAN2_Output,593.0134887695312,443.0011291503906,1.3386274576187134,457.0043640136719,545.0,486.0041198730469,160.0031280517578,120.00416564941406,213.00234985351562,108.98643493652344,242913.5,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
p2,63,Gene_Crossover,593.0,443.0,1.3386003971099854,471.12841796875,560.0437622070312,483.02587890625,159.00314331054688,124.0,224.00222778320312,113.2281494140625,249355.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,63,Mutation_Enabled,589.0076293945312,431.004638671875,1.366592288017273,464.0269470214844,547.0228271484375,489.00408935546875,157.0,114.0,222.020263671875,111.91795349121094,235857.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1
p2,63,StyleGAN2_Output,582.0137329101562,429.00115966796875,1.356671690940857,466.03863525390625,552.0009155273438,481.0093688964844,155.0,121.00413513183594,225.00889587402344,113.37863159179688,237439.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1
p2,64,Gene_Crossover,599.0008544921875,448.00445556640625,1.337042212486267,478.0261535644531,566.0220947265625,490.0091857910156,155.0032196044922,125.00399780273438,208.0,111.242431640625,252737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,64,Mutation_Enabled,615.0130004882812,412.0048522949219,1.4927324056625366,478.06695556640625,561.0035400390625,506.00396728515625,159.0,112.0,200.00999450683594,118.16004180908203,240424.5,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
p2,64,StyleGAN2_Output,613.00732421875,417.0191955566406,1.4699739217758179,490.1020202636719,566.0432739257812,493.0010070800781,159.00314331054688,115.03912353515625,200.00999450683594,119.4186782836914,242983.5,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
p2,65,Gene_Crossover,600.0,436.0,1.3761467933654785,474.0168762207031,556.0081176757812,494.0010070800781,155.0032196044922,120.00416564941406,207.0,113.27259063720703,242336.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,65,Mutation_Enabled,595.02099609375,432.0289306640625,1.3772711753845215,469.0010681152344,552.0036010742188,489.00408935546875,157.0,114.00438690185547,235.01914978027344,114.27074432373047,239323.0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
p2,65,StyleGAN2_Output,595.0008544921875,433.0,1.374135971069336,471.06793212890625,550.03271484375,491.0010070800781,160.0,121.00413513183594,232.03448486328125,114.3071060180664,240673.0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
p2,66,Gene_Crossover,599.067626953125,443.01806640625,1.3522419929504395,474.0010681152344,563.0079956054688,482.004150390625,154.0,124.00403594970703,213.00938415527344,109.79989624023438,247544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,66,Mutation_Enabled,608.0073852539062,422.0047302246094,1.4407596588134766,467.1070556640625,557.0574340820312,490.00408935546875,156.0,116.0,215.0023193359375,114.13058471679688,234762.0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
p2,66,StyleGAN2_Output,606.0297241210938,422.0,1.4360893964767456,477.0377197265625,560.0,488.0,157.0,116.00431060791016,213.00234985351562,115.95345306396484,235994.5,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
p2,67,Gene_Crossover,592.0134887695312,440.0,1.3454852104187012,467.0171203613281,551.0009155273438,488.00408935546875,159.0,127.00393676757812,220.03636169433594,112.11302185058594,243739.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,67,Mutation_Enabled,591.0076293945312,449.0,1.3162753582000732,464.0043029785156,554.0144653320312,491.0040588378906,158.0,129.0,228.0197296142578,109.1556625366211,246645.0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
p2,67,StyleGAN2_Output,595.0033569335938,449.02783203125,1.3250924348831177,472.0264892578125,558.0223999023438,492.0162658691406,160.0,125.00399780273438,229.00872802734375,111.2249984741211,249314.5,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
p2,68,Gene_Crossover,599.0534057617188,435.0103454589844,1.3771015405654907,470.0680847167969,560.0892944335938,481.0,156.00320434570312,125.01599884033203,224.00892639160156,112.17454528808594,244456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,68,Mutation_Enabled,597.0,423.0047302246094,1.4113317728042603,464.0010681152344,557.0036010742188,490.0010070800781,155.0032196044922,113.00442504882812,213.00234985351562,114.40286254882812,237326.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
p2,68,StyleGAN2_Output,599.0075073242188,422.0189514160156,1.419385313987732,468.0523376464844,558.0223999023438,491.0040588378906,155.0,113.0,215.0,116.24183654785156,239089.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
p2,69,Gene_Crossover,595.0,436.0,1.3646788597106934,458.0174560546875,550.0081787109375,489.00921630859375,156.0,111.0,201.0,110.76358795166016,241967.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,69,Mutation_Enabled,601.0008544921875,407.001220703125,1.476656198501587,462.0097351074219,553.0009155273438,495.01617431640625,157.00318908691406,111.00450134277344,193.01036071777344,118.82734680175781,232816.5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0
p2,69,StyleGAN2_Output,596.0537109375,408.0306396484375,1.4608062505722046,477.0262145996094,559.0572509765625,488.00921630859375,156.00320434570312,113.00442504882812,195.0025634765625,122.62247467041016,236016.5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0
p2,70,Gene_Crossover,608.0032958984375,434.0046081542969,1.4009144306182861,470.0010681152344,563.0,500.0249938964844,154.0032501220703,122.00409698486328,215.0023193359375,114.03609466552734,248533.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,70,Mutation_Enabled,599.0008544921875,426.00469970703125,1.4060897827148438,457.0010986328125,547.0,500.0010070800781,159.00314331054688,112.0,200.02249145507812,112.21590423583984,237006.5,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
p2,70,StyleGAN2_Output,606.0008544921875,426.0293273925781,1.4224393367767334,475.00946044921875,561.0142822265625,493.0,157.0127410888672,118.00423431396484,203.00245666503906,115.60527801513672,242994.5,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
p2,71,Gene_Crossover,607.0073852539062,436.01031494140625,1.3921858072280884,472.0169372558594,567.0035400390625,491.0,160.0031280517578,125.00399780273438,203.00245666503906,112.72978210449219,246741.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
